38,1106,363,1111,363,1133,38,1127,
113,1072,352,1076,352,1101,113,1097,
375,1051,664,1065,663,1090,374,1076,
389,1017,580,1028,578,1054,388,1043,
42,1010,328,1013,328,1038,41,1035,
346,989,360,989,360,1000,346,1000,
148,978,331,978,331,1004,148,1004,
360,974,397,974,397,992,360,992,
629,968,671,973,668,993,627,988,
401,955,619,967,618,992,399,980,
353,923,399,939,391,962,345,947,
415,921,560,929,558,955,413,947,
168,910,335,914,334,944,167,940,
46,876,230,880,230,909,45,905,
355,868,404,863,407,890,358,896,
489,859,569,866,567,892,487,886,
422,859,488,859,488,885,422,885,
61,846,186,849,186,874,60,871,
620,834,703,841,701,868,618,862,
44,811,265,814,265,844,44,841,
611,801,707,807,705,833,609,827,
47,779,313,781,313,810,46,807,
616,767,712,774,710,801,614,793,
47,744,379,749,378,779,46,774,
658,737,719,745,716,768,655,760,
631,701,727,707,725,734,629,728,
39,681,77,681,77,706,39,706,
373,654,400,654,400,676,373,676,
39,645,255,650,255,675,39,670,
678,640,743,640,743,666,678,666,
36,604,394,611,393,646,35,639,
653,600,750,604,748,632,652,627,
561,603,571,603,571,618,561,618,
427,587,480,592,477,620,424,614,
33,570,73,570,73,600,33,600,
501,554,567,561,564,590,498,583,
429,549,485,549,485,582,429,582,
364,533,420,540,415,574,360,566,
700,531,767,531,767,558,700,558,
33,529,260,534,260,564,32,559,
329,493,420,498,419,529,328,525,
672,486,774,490,772,522,671,517,
31,485,321,494,320,528,30,518,
574,485,596,485,596,510,574,510,
432,472,497,476,495,507,431,503,
352,449,408,453,406,488,350,484,
29,440,179,445,177,484,27,478,
563,441,712,449,710,479,561,471,
512,441,548,441,548,467,512,467,
447,433,507,437,505,465,446,462,
688,403,790,411,787,447,686,439,
571,400,610,400,610,433,571,433,
450,392,508,392,508,428,450,428,
401,375,440,375,440,406,401,406,
31,362,175,369,174,400,30,393,
112,326,410,338,409,369,110,357,
581,326,793,339,791,365,579,352,
31,325,109,325,109,356,31,356,
267,293,394,298,393,329,266,325,
619,285,798,301,795,332,616,317,
417,266,518,279,514,310,413,298,
449,233,588,246,585,277,447,264,
390,194,427,194,427,228,390,228,
43,166,277,173,275,224,41,217,
374,137,446,151,438,188,366,174,
438,109,689,135,684,179,434,152,
382,93,433,97,430,132,379,128,
461,72,722,91,720,130,458,110,
483,21,729,42,726,85,479,64,
