141,734,334,734,334,751,141,751,
146,705,331,707,331,728,146,727,
34,656,239,653,239,674,34,677,
226,625,304,625,304,643,226,643,
419,626,432,626,432,643,419,643,
375,596,431,596,431,614,375,614,
178,595,305,595,305,615,178,615,
373,565,429,565,429,584,373,584,
209,563,305,567,304,589,208,585,
208,534,306,534,306,555,208,555,
416,535,429,535,429,553,416,553,
170,507,302,505,302,526,171,528,
371,507,427,507,427,525,371,525,
37,461,92,461,92,479,37,479,
371,456,428,456,428,477,371,477,
275,457,289,457,289,475,275,475,
36,431,224,428,224,449,36,453,
36,404,105,402,106,423,36,426,
263,403,288,403,288,422,263,422,
338,401,427,401,427,419,338,419,
34,351,95,347,96,368,36,372,
36,324,76,324,76,343,36,343,
35,294,132,298,131,319,35,315,
149,261,324,258,325,276,149,279,
97,233,374,231,374,252,98,254,
135,208,333,203,334,225,136,229,
133,165,334,160,335,184,134,190,
88,138,385,131,385,155,89,162,
41,111,428,102,428,129,42,138,
183,77,286,73,287,102,185,106,
