295,729,342,729,342,744,295,744,
0,724,150,728,149,744,0,741,
1,704,101,704,101,721,1,721,
302,679,343,679,343,698,302,698,
0,676,101,680,100,698,0,694,
0,654,71,654,71,671,0,671,
323,654,344,654,344,671,323,671,
0,629,165,629,165,649,0,649,
0,605,167,604,167,621,0,622,
0,568,91,568,91,585,0,585,
294,568,341,568,341,583,294,583,
155,541,190,541,190,560,155,560,
285,540,342,540,342,557,285,557,
0,539,98,537,98,557,0,559,
1,519,65,519,65,537,1,537,
282,514,340,514,340,530,282,530,
0,489,73,492,72,510,0,506,
282,484,339,484,339,501,282,501,
93,471,114,471,114,487,93,487,
0,470,55,470,55,487,0,487,
4,442,61,442,61,458,4,458,
118,440,146,440,146,454,118,454,
75,440,94,440,94,455,75,455,
200,438,240,435,241,452,201,455,
277,434,335,431,335,448,278,451,
8,422,85,422,85,436,8,436,
201,415,240,413,241,430,202,433,
8,400,302,389,303,407,8,418,
86,377,96,377,96,387,86,387,
119,374,146,374,146,388,119,388,
192,371,238,368,239,383,193,386,
282,367,330,362,332,379,283,384,
8,356,283,345,283,364,8,376,
87,333,97,333,97,343,87,343,
121,330,145,330,145,342,121,342,
194,327,237,325,238,340,195,342,
283,321,328,318,329,335,284,337,
10,312,263,302,264,322,10,331,
88,290,96,290,96,300,88,300,
121,287,147,287,147,302,121,302,
192,284,236,282,237,298,193,301,
279,277,326,274,328,291,280,295,
10,267,296,254,297,278,12,291,
122,245,146,245,146,257,122,257,
89,246,100,246,100,256,89,256,
192,243,235,239,236,254,194,258,
279,235,325,231,326,246,280,250,
12,228,252,218,253,238,13,249,
90,207,100,207,100,216,90,216,
123,205,146,205,146,216,123,216,
192,201,235,197,236,212,194,216,
277,192,324,187,326,203,278,208,
12,185,305,166,307,194,14,212,
123,164,147,164,147,175,123,175,
91,165,101,165,101,175,91,175,
197,159,235,155,238,172,199,177,
276,148,321,143,323,160,277,165,
15,146,241,136,242,156,16,167,
25,130,82,130,82,141,25,141,
98,126,159,124,159,138,99,140,
178,125,230,120,231,135,180,139,
230,122,242,122,242,130,230,130,
240,116,311,106,313,123,242,133,
85,102,255,91,257,116,87,127,
11,79,35,79,35,94,11,94,
91,59,247,48,248,65,92,76,
108,39,232,29,233,46,109,56,
