15,695,413,692,413,710,15,713,
67,671,364,668,364,686,67,688,
13,623,425,619,425,642,13,646,
84,600,344,597,344,617,84,620,
95,529,343,526,343,547,95,550,
16,506,136,504,136,525,16,527,
375,505,425,505,425,524,375,524,
27,484,107,484,107,502,27,502,
364,481,424,481,424,499,364,499,
17,461,156,457,157,477,17,480,
364,459,425,459,425,476,364,476,
20,439,175,436,176,453,20,456,
344,436,415,436,415,453,344,453,
19,413,223,411,223,431,19,433,
364,412,425,412,425,429,364,429,
18,370,41,370,41,387,18,387,
354,366,425,365,425,383,354,384,
20,347,147,347,147,363,20,363,
308,348,320,348,320,362,308,362,
203,345,262,345,262,362,203,362,
364,344,424,344,424,361,364,361,
269,323,313,323,313,341,269,341,
177,323,262,323,262,341,177,341,
19,322,168,322,168,342,19,342,
20,296,102,299,101,320,19,317,
288,298,312,298,312,319,288,319,
195,297,255,297,255,319,195,319,
354,297,416,295,417,316,355,318,
22,255,100,255,100,271,22,271,
297,254,425,249,426,269,298,274,
21,229,262,231,262,251,21,249,
318,231,414,229,415,247,318,249,
148,206,292,208,291,228,147,226,
228,166,343,166,343,183,228,183,
192,138,378,139,378,159,192,158,
25,131,153,136,152,167,24,162,
224,115,351,115,351,135,224,135,
195,88,379,88,379,109,195,109,
