119,676,204,669,205,683,120,689,
11,660,306,636,307,656,13,680,
4,637,147,626,148,642,6,654,
268,614,310,614,310,629,268,629,
2,619,103,610,105,627,4,635,
2,596,103,587,105,604,4,613,
287,574,314,574,314,590,287,590,
5,576,76,571,77,585,6,590,
294,554,315,554,315,570,294,570,
6,552,90,544,92,561,8,569,
6,530,164,519,166,534,8,546,
3,496,102,488,104,505,4,513,
154,487,185,487,185,502,154,502,
267,483,318,486,317,501,266,498,
4,475,71,473,72,490,4,493,
268,463,319,465,318,480,267,478,
4,448,80,448,80,465,4,465,
270,437,319,440,318,454,269,452,
3,429,61,426,62,443,3,446,
99,428,116,428,116,441,99,441,
88,399,101,399,101,414,88,414,
122,396,147,396,147,411,122,411,
275,394,318,394,318,409,275,409,
191,394,233,392,234,407,192,409,
10,380,281,371,281,389,10,397,
12,357,102,353,103,369,12,374,
122,353,150,353,150,368,122,368,
271,351,321,353,320,368,270,365,
201,352,237,352,237,367,201,367,
14,337,91,337,91,351,14,351,
202,332,238,332,238,346,202,346,
14,317,305,311,306,326,14,332,
15,294,103,291,103,305,15,308,
202,290,239,290,239,305,202,305,
123,290,152,290,152,305,123,305,
269,287,323,287,323,304,269,304,
16,273,93,273,93,287,16,287,
204,269,240,269,240,284,204,284,
15,252,301,248,301,264,15,268,
17,229,105,229,105,243,17,243,
204,228,241,228,241,243,204,243,
126,225,154,228,152,243,124,240,
282,226,326,226,326,241,282,241,
17,208,95,209,95,223,17,222,
205,208,242,205,243,220,206,222,
17,188,245,186,245,202,17,205,
21,166,323,161,324,182,21,187,
90,140,267,136,268,160,91,163,
9,109,33,109,33,125,9,125,
96,89,260,84,261,101,97,105,
115,63,246,59,247,77,115,81,
