229,1019,747,1014,747,1052,230,1057,
70,910,356,907,357,956,70,959,
774,910,902,906,903,944,775,948,
406,840,529,837,530,877,407,880,
68,841,97,841,97,879,68,879,
774,837,901,834,902,873,775,876,
73,780,463,785,462,819,72,814,
775,719,898,719,898,754,775,754,
404,714,528,714,528,756,404,756,
66,715,98,715,98,753,66,753,
68,654,573,662,572,703,67,695,
400,599,531,603,530,642,398,638,
712,602,892,594,893,632,714,640,
66,593,123,593,123,631,66,631,
640,479,892,471,893,504,641,512,
72,458,294,463,293,501,71,495,
309,400,666,410,665,447,308,436,
290,288,683,297,682,325,290,316,
77,228,888,244,888,285,76,269,
289,179,678,190,677,222,289,212,
