1,821,212,824,212,851,1,848,
345,774,415,771,416,803,347,806,
6,771,216,771,216,798,6,798,
4,727,144,727,144,759,4,759,
619,720,633,720,633,747,619,747,
1,665,159,669,158,702,1,699,
612,655,633,655,633,683,612,683,
199,627,241,624,244,657,202,660,
0,624,118,621,119,657,0,660,
176,563,196,563,196,589,176,589,
249,562,307,558,309,582,251,586,
416,554,511,551,513,583,417,586,
618,552,633,552,633,575,618,575,
12,522,566,504,567,535,13,552,
12,472,121,468,122,495,12,499,
177,467,193,467,193,492,177,492,
248,463,305,460,306,486,249,489,
425,458,501,454,503,483,426,487,
602,452,633,452,633,482,602,482,
15,428,176,424,177,452,15,456,
423,415,499,411,501,440,424,443,
20,393,428,376,429,400,21,416,
179,342,195,342,195,364,179,364,
246,339,299,336,300,358,247,361,
397,332,483,327,485,353,398,358,
581,324,633,324,633,350,581,350,
31,311,498,292,499,318,32,338,
182,270,198,270,198,291,182,291,
246,267,297,265,297,284,247,286,
390,261,472,255,474,278,391,283,
549,250,632,250,632,274,549,274,
43,247,499,223,501,247,44,270,
58,216,166,216,166,236,58,236,
202,210,317,202,318,223,203,231,
356,198,618,181,620,208,358,225,
180,173,502,154,504,182,181,201,
47,144,82,144,82,162,47,162,
191,113,472,95,473,115,192,132,
223,84,440,70,441,88,224,102,
