47,1118,548,1106,548,1129,47,1141,
108,1087,491,1078,491,1105,108,1113,
47,1035,519,1023,520,1051,47,1063,
509,1028,561,1028,561,1048,509,1048,
134,1005,466,998,467,1024,134,1031,
47,929,210,929,210,951,47,951,
352,924,528,915,529,938,353,946,
43,900,370,894,370,921,43,926,
548,889,566,889,566,910,548,910,
47,871,259,871,259,897,47,897,
367,872,563,859,564,881,369,894,
285,825,292,825,292,832,285,832,
292,819,335,819,335,837,292,837,
147,815,288,815,288,837,147,837,
344,816,398,816,398,836,344,836,
392,811,467,809,468,833,393,835,
43,787,197,784,198,812,43,815,
552,779,569,779,569,800,552,800,
55,763,118,763,118,783,55,783,
503,752,566,747,568,771,505,776,
56,733,157,733,157,755,56,755,
483,724,567,719,568,742,484,746,
48,704,220,699,221,723,48,728,
484,695,570,691,571,714,485,717,
49,676,256,670,256,693,50,698,
556,666,573,666,573,685,556,685,
49,645,306,641,307,664,50,668,
487,638,578,634,578,657,488,660,
48,594,206,587,207,609,49,616,
292,583,360,580,362,604,293,607,
424,583,440,583,440,603,424,603,
499,579,578,579,578,602,499,602,
48,558,416,546,417,576,49,589,
411,553,483,547,485,571,413,577,
474,547,540,547,540,571,474,571,
42,536,203,527,204,550,44,558,
296,526,362,526,362,547,296,547,
424,523,440,523,440,543,424,543,
514,514,580,517,579,542,513,539,
39,505,286,494,287,517,40,528,
278,494,404,493,404,517,278,518,
392,493,477,486,479,510,394,517,
39,477,206,469,207,491,40,500,
296,465,364,465,364,489,296,489,
421,461,443,461,443,485,421,485,
504,454,581,454,581,478,504,478,
37,444,367,433,368,460,38,471,
371,435,429,432,430,455,372,459,
39,417,210,415,211,437,39,440,
283,411,365,408,365,432,284,435,
422,403,442,403,442,421,422,421,
502,392,581,389,581,413,503,416,
39,390,253,385,253,409,39,414,
254,384,365,376,367,404,256,411,
372,374,429,371,430,389,374,393,
43,360,150,363,149,387,43,384,
271,355,364,345,367,374,274,384,
409,338,443,338,443,366,409,366,
502,329,579,323,581,351,504,357,
45,309,149,309,149,331,45,331,
410,280,578,266,580,290,412,304,
42,279,366,258,368,293,44,315,
437,246,579,232,581,259,439,272,
209,246,414,222,417,250,213,274,
58,170,216,164,217,196,59,202,
313,177,472,155,475,182,317,204,
315,143,468,124,471,151,318,171,
260,119,427,98,430,125,263,145,
440,93,528,90,529,114,441,117,
298,75,486,55,489,83,301,103,
