103,446,337,457,336,489,102,478,
347,421,407,426,406,447,346,442,
36,418,163,409,164,434,38,443,
347,382,407,387,406,409,346,404,
36,387,50,387,50,405,36,405,
187,373,237,370,238,393,188,395,
35,352,214,340,216,364,37,376,
36,325,61,325,61,344,36,344,
323,318,407,322,406,344,321,339,
183,313,244,313,244,334,183,334,
288,250,410,253,409,274,287,270,
36,257,135,251,136,268,37,275,
142,215,305,213,306,234,142,236,
134,157,313,156,313,173,134,174,
40,133,405,131,405,148,41,150,
138,104,312,105,312,124,138,123,
