90,501,446,503,446,523,90,521,
214,476,349,476,349,497,214,497,
36,434,506,445,506,468,35,457,
453,402,515,402,515,423,453,423,
268,392,316,392,316,418,268,418,
7,381,171,385,170,409,7,405,
453,366,516,369,515,390,452,388,
5,346,132,355,130,381,3,372,
177,329,193,329,193,353,177,353,
4,312,102,319,100,347,2,340,
448,293,512,297,511,321,447,317,
317,285,383,290,381,314,315,309,
197,278,243,281,241,303,196,300,
142,275,203,275,203,299,142,299,
15,234,392,260,390,283,13,258,
395,226,499,234,497,255,394,247,
296,218,375,226,373,249,294,242,
213,213,260,215,259,238,212,235,
160,213,192,213,192,233,160,233,
21,198,129,208,127,231,19,221,
139,164,418,185,415,218,136,197,
0,103,39,106,37,129,0,125,
148,82,402,105,400,130,146,107,
175,45,380,67,378,91,173,69,
