212,469,250,467,250,482,213,484,
221,454,250,454,250,468,221,468,
228,441,250,441,250,452,228,452,
175,434,199,434,199,443,175,443,
201,430,246,425,247,436,202,441,
168,398,249,392,250,421,170,427,
135,388,166,388,166,399,135,399,
186,384,219,384,219,395,186,395,
125,365,214,359,215,373,126,379,
122,350,202,344,203,359,123,364,
118,335,188,331,188,344,119,348,
115,319,195,315,195,329,116,333,
237,312,250,312,250,327,237,327,
106,287,143,287,143,301,106,301,
147,286,200,284,200,297,147,299,
210,282,249,282,249,296,210,296,
102,271,126,271,126,286,102,286,
147,270,192,268,192,282,148,284,
209,267,227,267,227,280,209,280,
97,256,125,253,127,269,98,272,
166,254,191,254,191,266,166,266,
201,251,241,248,241,264,202,266,
145,238,192,238,192,252,145,252,
192,236,229,236,229,250,192,250,
90,224,136,224,136,239,90,239,
84,206,171,204,172,219,85,222,
80,190,124,190,124,204,80,204,
192,190,210,190,210,198,192,198,
75,174,96,174,96,190,75,190,
137,172,173,172,173,187,137,187,
184,171,214,171,214,185,184,185,
212,170,248,167,249,182,213,184,
198,153,249,153,249,167,198,167,
65,141,131,138,132,155,65,158,
173,138,247,134,247,148,174,152,
63,123,109,123,109,138,63,138,
172,120,249,118,249,132,173,135,
67,68,224,63,225,89,68,93,
