172,846,332,832,338,907,178,921,
375,831,457,831,457,894,375,894,
58,744,423,747,422,768,58,764,
103,708,378,710,377,734,103,732,
18,678,463,686,463,709,18,701,
63,649,424,655,423,682,63,677,
118,604,369,607,368,635,117,631,
166,570,322,571,322,589,166,588,
188,531,298,534,298,558,187,556,
264,510,305,510,305,525,264,525,
314,508,355,508,355,526,314,526,
37,507,135,509,134,527,37,524,
155,504,231,507,231,528,154,525,
381,504,473,508,472,529,380,525,
344,480,476,480,476,497,344,497,
156,447,474,446,474,467,156,468,
286,419,375,419,375,437,286,437,
24,418,85,418,85,439,24,439,
148,412,213,415,212,440,147,437,
342,387,478,387,478,407,342,407,
161,351,476,350,476,377,161,378,
285,327,375,327,375,345,285,345,
22,326,84,326,84,348,22,348,
145,323,212,320,213,346,146,348,
408,281,488,285,486,310,407,306,
318,285,371,282,372,304,319,307,
18,263,90,263,90,285,18,285,
255,256,484,253,484,278,255,282,
18,228,89,228,89,250,18,250,
340,226,480,224,480,244,340,246,
217,225,260,225,260,247,217,247,
18,200,53,197,54,218,20,220,
331,191,476,188,476,213,331,215,
85,184,212,178,214,205,87,211,
19,155,500,143,500,173,19,185,
158,117,326,112,327,137,159,142,
120,87,369,78,370,103,121,111,
67,16,416,2,417,30,69,45,
