106,255,430,259,429,283,105,279,
36,223,234,230,234,250,36,243,
440,231,499,232,499,249,440,248,
39,200,243,208,242,225,39,218,
40,179,144,185,143,202,39,196,
429,186,500,184,500,202,430,204,
44,162,158,166,156,183,43,179,
297,169,348,170,347,181,296,180,
429,165,496,164,495,181,429,182,
46,142,137,145,137,159,46,156,
232,147,258,148,258,159,232,158,
348,149,377,150,377,163,348,162,
282,147,316,147,316,161,282,161,
380,145,490,143,491,160,380,162,
58,123,340,127,339,144,57,140,
57,106,364,109,365,126,58,123,
59,89,228,94,228,107,58,102,
61,72,103,73,103,84,61,83,
95,69,385,71,384,91,94,88,
216,60,295,61,295,70,216,70,
125,57,192,59,192,70,125,68,
289,57,395,55,395,69,289,71,
