80,541,99,540,99,548,80,549,
241,530,310,523,312,537,242,543,
156,519,250,510,252,531,158,539,
314,451,359,449,360,464,315,466,
22,457,125,457,125,475,22,475,
305,430,358,424,360,441,307,446,
24,434,128,432,129,448,25,451,
308,410,359,402,361,417,311,424,
22,415,94,414,95,432,23,432,
308,383,361,375,363,392,311,399,
23,385,99,389,98,406,23,402,
23,363,81,364,80,383,23,381,
312,331,360,329,361,346,313,348,
217,330,266,330,266,348,217,348,
25,312,229,306,229,326,26,332,
307,280,355,281,355,298,307,299,
215,282,263,283,263,301,214,300,
140,286,166,285,166,297,140,298,
25,266,253,261,253,278,26,282,
304,235,353,234,353,252,304,252,
219,234,261,234,260,252,218,251,
26,242,115,238,115,252,26,256,
219,212,260,213,260,231,218,230,
24,219,102,218,102,232,24,233,
23,196,318,192,318,208,24,213,
26,177,339,168,340,185,27,194,
95,147,277,143,277,164,95,168,
96,95,264,87,265,104,97,112,
113,71,246,65,247,79,114,85,
