248,1166,508,1176,506,1206,246,1196,
234,1087,438,1093,437,1127,233,1121,
595,1094,696,1096,695,1127,594,1124,
566,1050,698,1050,697,1084,566,1084,
220,1038,438,1048,436,1078,218,1068,
234,993,441,1006,438,1040,232,1027,
599,1001,700,1000,700,1033,599,1034,
247,950,443,962,441,996,245,984,
617,877,707,874,709,907,619,910,
324,868,415,870,415,902,323,900,
186,866,254,868,254,895,185,893,
77,817,375,831,375,865,75,851,
619,785,711,784,711,817,619,818,
326,778,418,780,417,811,325,809,
80,731,549,744,548,778,79,765,
189,685,264,687,263,720,188,718,
625,695,714,697,713,728,624,726,
346,688,421,690,420,722,345,720,
75,642,341,651,339,683,74,673,
77,599,262,600,262,630,77,630,
308,599,424,598,424,633,308,635,
635,602,716,607,714,638,633,633,
77,518,233,522,233,548,77,544,
277,520,521,520,521,546,278,547,
77,474,217,478,217,508,77,504,
279,478,422,479,423,505,280,504,
73,431,153,433,152,470,73,468,
279,431,552,434,551,464,280,461,
76,386,236,393,235,424,75,417,
277,391,392,391,392,423,277,423,
250,335,548,335,548,374,250,374,
296,288,505,290,504,317,295,314,
116,239,681,249,680,283,115,273,
250,191,552,202,552,234,248,222,
