682,262,682,241,737,241,737,262,
668,256,668,248,688,247,688,255,
665,311,665,290,731,289,731,310,
659,184,659,169,728,170,728,185,
607,425,607,394,735,393,735,424,
575,549,578,506,708,513,705,556,
572,368,571,340,700,339,700,367,
541,310,541,288,591,287,591,309,
467,192,467,172,598,170,598,190,
464,265,464,244,588,242,588,263,
289,269,289,241,370,241,370,269,
208,487,208,448,355,452,355,491,
188,423,190,389,354,396,352,430,
87,271,86,247,212,246,212,270,
76,560,76,518,361,518,361,560,
72,318,72,293,174,291,174,316,
40,828,39,764,719,760,720,824,
12,708,11,619,733,609,734,698,
