72,857,351,880,348,910,70,888,
68,815,183,825,180,857,65,847,
62,759,500,787,497,825,61,796,
407,707,528,714,526,749,405,742,
83,689,160,692,159,728,82,726,
418,651,540,658,539,693,417,687,
429,535,550,536,551,574,429,574,
206,532,314,532,314,568,206,569,
37,483,500,491,499,524,38,516,
466,438,558,440,557,473,465,471,
249,437,334,436,333,468,249,469,
67,437,124,437,124,464,67,465,
28,397,485,395,485,424,31,426,
459,349,561,349,561,377,459,377,
255,353,348,351,349,378,256,381,
92,357,150,354,150,378,93,380,
22,320,537,308,537,341,25,352,
464,272,561,269,562,293,464,296,
269,280,362,276,363,300,270,304,
103,283,173,282,173,305,104,306,
17,255,521,237,521,263,19,281,
14,225,547,201,548,227,16,252,
83,188,426,171,427,197,85,214,
120,121,417,104,417,126,121,143,
158,95,392,81,392,99,159,114,
