65,879,376,895,375,915,64,899,
166,864,285,868,286,886,166,882,
26,828,433,846,432,866,25,848,
12,790,203,797,203,817,11,811,
380,805,438,807,437,825,379,823,
12,765,143,767,143,787,11,786,
13,735,141,740,140,758,12,753,
14,711,103,712,102,729,13,728,
17,677,209,681,208,702,16,698,
17,649,227,654,227,673,16,667,
216,610,256,612,255,631,215,629,
14,605,143,605,142,625,14,625,
374,614,446,616,445,634,373,633,
15,579,102,581,102,602,14,601,
375,586,446,588,445,606,374,604,
17,544,115,550,114,571,16,565,
378,552,445,555,445,572,377,569,
21,523,90,526,90,543,21,540,
173,492,207,494,206,508,172,507,
268,494,325,494,325,512,268,511,
385,494,443,497,442,515,384,512,
32,466,366,469,366,489,32,486,
177,440,209,442,209,457,177,455,
270,441,326,441,327,459,271,459,
384,441,444,439,445,457,385,459,
34,413,422,412,422,436,34,437,
181,389,212,389,213,404,181,405,
273,387,329,387,329,405,273,406,
386,386,444,385,445,403,386,405,
39,360,424,357,424,385,38,388,
43,335,111,336,111,353,43,352,
284,336,331,334,331,354,284,355,
388,334,445,335,445,353,388,352,
44,310,143,312,143,330,44,327,
285,311,333,310,333,330,285,330,
45,286,297,286,297,307,45,307,
54,258,132,265,131,282,53,275,
151,261,436,253,437,281,151,288,
140,232,363,227,364,253,140,258,
147,173,353,164,354,184,148,194,
170,142,335,136,336,157,171,164,
