186,998,555,972,557,1000,188,1025,
292,956,445,949,446,976,293,983,
103,924,621,891,623,926,105,959,
86,875,334,856,337,886,90,905,
553,848,624,848,624,875,553,875,
85,835,262,824,264,854,87,865,
87,791,261,784,262,813,88,820,
89,754,214,748,215,774,90,780,
95,715,249,707,250,733,97,741,
95,677,356,668,357,691,96,700,
528,614,606,614,606,634,528,634,
89,618,253,613,253,635,91,640,
89,582,204,584,203,609,88,608,
526,579,605,579,605,598,526,598,
91,535,217,542,216,569,89,561,
525,536,602,536,602,556,525,556,
91,504,186,507,184,534,90,531,
395,468,460,468,460,487,395,487,
527,467,591,467,591,486,527,486,
282,467,323,467,323,486,282,486,
103,429,488,435,487,463,102,457,
394,404,457,404,457,423,394,423,
520,402,589,400,590,422,521,425,
283,399,324,399,324,418,283,418,
101,357,564,367,564,403,101,393,
402,339,455,339,455,359,402,359,
508,337,584,335,585,357,509,360,
281,334,323,334,323,353,281,353,
107,325,193,330,192,349,105,344,
402,309,456,309,456,330,402,330,
108,293,233,301,231,324,106,315,
108,263,511,281,510,306,106,288,
239,240,571,249,570,278,239,268,
117,231,218,241,215,263,115,253,
226,201,484,214,482,244,224,231,
230,129,471,139,470,164,230,153,
256,95,448,107,446,132,255,120,
