44,999,196,999,196,1022,44,1022,
497,1000,608,1000,608,1019,497,1019,
303,948,358,948,358,973,303,973,
526,945,619,943,620,969,526,972,
17,940,198,942,197,968,16,965,
14,900,151,906,150,935,13,929,
526,904,619,901,620,928,526,930,
9,865,117,869,116,898,8,895,
230,821,278,821,278,842,230,842,
370,819,452,818,453,844,370,846,
538,817,617,817,617,844,538,844,
15,781,525,781,525,806,15,806,
511,782,566,778,568,802,513,806,
369,733,452,734,452,760,369,759,
229,734,279,734,279,758,229,758,
537,732,619,732,619,758,537,758,
14,694,429,693,429,722,14,723,
524,646,616,646,616,673,524,673,
358,646,452,647,452,673,358,672,
229,647,280,647,280,672,229,672,
14,610,602,608,602,633,14,636,
537,561,616,561,616,588,537,588,
372,561,452,562,452,589,372,588,
230,562,280,562,280,586,230,586,
14,519,471,523,471,551,14,548,
536,481,614,481,614,504,536,504,
372,477,452,478,452,504,372,503,
232,476,282,476,282,500,232,500,
23,436,479,442,479,467,23,462,
533,400,611,400,611,423,533,423,
372,398,450,399,450,422,372,421,
234,395,285,395,285,418,234,418,
30,355,557,361,557,387,29,382,
530,322,606,322,606,346,530,346,
371,320,448,321,448,343,371,342,
238,320,284,320,284,339,238,339,
40,287,556,288,556,314,40,313,
370,253,447,254,447,276,370,275,
524,253,600,253,600,275,524,275,
240,254,287,251,288,271,241,273,
51,221,569,222,569,246,51,245,
199,193,314,191,314,212,200,215,
347,190,578,190,578,212,347,212,
63,187,168,192,167,215,62,210,
182,153,480,154,480,182,182,181,
195,84,464,86,463,109,195,107,
226,54,436,58,436,77,226,74,
