114,1001,516,979,517,1009,115,1027,
251,963,405,957,406,984,252,990,
62,929,584,911,584,936,63,955,
26,879,201,871,202,897,29,905,
517,862,589,862,589,888,517,888,
304,830,355,829,355,853,304,854,
34,832,210,826,210,855,35,861,
505,823,588,823,588,847,505,847,
34,794,171,797,170,827,33,824,
502,784,587,783,588,806,503,808,
35,762,134,759,135,789,36,791,
241,710,283,710,283,729,241,729,
352,707,435,707,435,729,352,729,
496,704,578,704,578,726,496,726,
46,678,467,669,468,693,47,703,
243,634,285,634,285,655,243,655,
364,631,434,631,434,654,364,654,
505,629,575,629,575,652,505,652,
55,603,229,602,229,621,55,622,
218,599,565,593,565,617,218,624,
374,559,431,559,431,582,374,582,
500,557,571,557,571,580,500,580,
242,560,287,560,287,580,242,580,
58,528,231,527,231,548,58,549,
221,526,531,521,531,547,221,551,
499,487,567,487,567,510,499,510,
362,488,431,488,431,511,362,511,
244,488,287,488,287,509,244,509,
60,453,445,457,445,481,60,477,
497,422,562,422,563,442,498,442,
372,419,429,419,430,443,373,443,
244,419,287,419,288,439,245,439,
60,379,481,390,480,415,60,405,
493,353,559,353,559,375,493,375,
358,351,427,351,427,373,358,373,
63,308,402,320,400,346,62,333,
493,286,559,286,559,308,493,308,
360,283,427,286,426,306,360,304,
244,279,286,282,286,303,244,300,
66,238,402,254,401,283,65,267,
73,205,546,226,544,257,71,237,
188,173,459,188,457,220,186,205,
195,100,443,114,443,136,194,121,
223,65,422,80,420,103,221,88,
