44,961,241,964,240,982,43,979,
43,934,295,938,295,960,43,956,
49,905,104,906,103,920,48,919,
131,581,391,572,392,598,132,606,
72,546,238,546,237,567,72,568,
395,539,470,535,470,557,396,561,
75,516,243,519,243,537,75,534,
72,485,164,487,164,510,72,508,
391,483,465,480,465,500,392,502,
74,461,183,463,182,481,73,479,
290,460,371,459,371,478,291,479,
395,456,464,454,465,473,396,476,
80,428,160,435,159,455,79,448,
374,431,460,426,462,444,375,449,
85,404,335,407,334,429,84,426,
85,379,362,382,362,406,85,403,
86,353,241,362,240,381,85,372,
82,322,386,324,385,354,81,352,
144,298,396,296,397,328,145,330,
